tid	target_chembl_id	pref_name	tax_id	organism	target_type	uniprot	gene_symbol	prot_fam
116897	CHEMBL3832941	Tubulin alpha	9606	Homo sapiens	PROTEIN FAMILY	Q9BQE3	TUBA1C	other
116897	CHEMBL3832941	Tubulin alpha	9606	Homo sapiens	PROTEIN FAMILY	P0DPH7	TUBA3C	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	P07437	TUBB	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	P04350	TUBB4A	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	P68371	TUBB4B	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	Q9H4B7	TUBB1	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	Q9BVA1	TUBB2B	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	Q13885	TUBB2A	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	Q9BUF5	TUBB6	other
116898	CHEMBL3832942	Tubulin beta	9606	Homo sapiens	PROTEIN FAMILY	Q13509	TUBB3	other
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	Q8NEV1	CSNK2A3	kinase
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	Q8NEV1	CSNK2A3	other
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	P67870	CSNK2B	kinase
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	P67870	CSNK2B	other
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	P68400	CSNK2A1	kinase
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	P68400	CSNK2A1	other
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	P19784	CSNK2A2	kinase
116899	CHEMBL3832943	Casein kinase 2	9606	Homo sapiens	PROTEIN FAMILY	P19784	CSNK2A2	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q8VH37	HDAC8	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	O09106	HDAC1	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q8VH37		other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q9Z2V5	HDAC6	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q6NZM9	HDAC4	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q6P3E7	HDAC10	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q8C2B3	HDAC7	other
116900	CHEMBL3832944	Histone deacetylase	10090	Mus musculus	PROTEIN FAMILY	Q91WA3	HDAC11	other
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	Q8CH19	CSNKA2IP	kinase
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	Q8CH19	CSNKA2IP	other
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	Q60737	CSNK2A3	kinase
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	Q60737	CSNK2A3	other
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	O54833	CSNK2A2	kinase
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	O54833	CSNK2A2	other
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	Q60737	CSNK2A1	kinase
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	Q60737	CSNK2A1	other
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	P67871	CSNK2B	kinase
116901	CHEMBL3832945	Casein kinase 2	10090	Mus musculus	PROTEIN FAMILY	P67871	CSNK2B	other
116902	CHEMBL3832946	Tankyrase	10090	Mus musculus	PROTEIN FAMILY	Q3UES3	TNKS2	other
116902	CHEMBL3832946	Tankyrase	10090	Mus musculus	PROTEIN FAMILY	Q6PFX9	TNKS	other
116903	CHEMBL3832947	Calcitonin gene-related peptide	9606	Homo sapiens	PROTEIN FAMILY	P10092	CALCB	other
116903	CHEMBL3832947	Calcitonin gene-related peptide	9606	Homo sapiens	PROTEIN FAMILY	P06881	CALCA	other
116917	CHEMBL3833061	CRL4(CRBN) E3 ubiquitin ligase	9606	Homo sapiens	PROTEIN COMPLEX	Q13619	CUL4A	other
116917	CHEMBL3833061	CRL4(CRBN) E3 ubiquitin ligase	9606	Homo sapiens	PROTEIN COMPLEX	P62877	RBX1	other
116917	CHEMBL3833061	CRL4(CRBN) E3 ubiquitin ligase	9606	Homo sapiens	PROTEIN COMPLEX	Q96SW2	CRBN	other
116917	CHEMBL3833061	CRL4(CRBN) E3 ubiquitin ligase	9606	Homo sapiens	PROTEIN COMPLEX	Q16531	DDB1	other
116918	CHEMBL3833421	Heterotrimeric lymphotoxin LTa1b2	9606	Homo sapiens	PROTEIN COMPLEX	Q06643	LTB	other
116918	CHEMBL3833421	Heterotrimeric lymphotoxin LTa1b2	9606	Homo sapiens	PROTEIN COMPLEX	P01374	LTA	other
116922	CHEMBL3833481	GDNF family receptor alpha-1	9606	Homo sapiens	SINGLE PROTEIN	P56159	GFRA1	other
116927	CHEMBL3833502	Alpha glucosidase	9606	Homo sapiens	PROTEIN FAMILY	P10253	GAA	other
116927	CHEMBL3833502	Alpha glucosidase	9606	Homo sapiens	PROTEIN FAMILY	O43451	MGAM	other
116927	CHEMBL3833502	Alpha glucosidase	9606	Homo sapiens	PROTEIN FAMILY	P14410	SI	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P05013	IFNA6	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01566	IFNA10	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01570	IFNA14	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P05014	IFNA4	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01562	IFNA1	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01562	IFNA13	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01568	IFNA21	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01567	IFNA7	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01571	IFNA17	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P32881	IFNA8	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01563	IFNA2	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P05015	IFNA16	other
116937	CHEMBL3856161	Interferon alpha	9606	Homo sapiens	PROTEIN FAMILY	P01569	IFNA5	other
116938	CHEMBL3856162	Low affinity immunoglobulin gamma Fc region receptor III-A	9606	Homo sapiens	SINGLE PROTEIN	P08637	FCGR3A	other
116939	CHEMBL3856163	Tumor-associated calcium signal transducer 2	9606	Homo sapiens	SINGLE PROTEIN	P09758	TACSTD2	other
116946	CHEMBL3879821	C-C chemokine receptor type 10	10090	Mus musculus	SINGLE PROTEIN	Q9JL21	CCR10	other
116949	CHEMBL3879824	Redox-regulatory protein FAM213A	9606	Homo sapiens	SINGLE PROTEIN	Q9BRX8	PRXL2A	other
116950	CHEMBL3879825	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	9606	Homo sapiens	SINGLE PROTEIN	Q9NX74	DUS2	other
116951	CHEMBL3879826	Ras-related protein Rab-1A	9606	Homo sapiens	SINGLE PROTEIN	P62820	RAB1A	other
116952	CHEMBL3879827	Chromodomain Y-like protein	9606	Homo sapiens	SINGLE PROTEIN	Q9Y232	CDYL	other
116956	CHEMBL3879831	Ferrochelatase, mitochondrial	9606	Homo sapiens	SINGLE PROTEIN	P22830	FECH	other
116960	CHEMBL3879835	Probable G-protein coupled receptor 88	10090	Mus musculus	SINGLE PROTEIN	Q9EPB7	GPR88	other
116961	CHEMBL3879836	Ras-related protein Rab-7L1	9606	Homo sapiens	SINGLE PROTEIN	O14966	RAB29	other
116963	CHEMBL3879838	Transient receptor potential cation channel subfamily V member 3	10090	Mus musculus	SINGLE PROTEIN	Q8K424	TRPV3	ion channel
116964	CHEMBL3879839	Nuclear receptor subfamily 4 group A member 2	10090	Mus musculus	SINGLE PROTEIN	Q06219	NR4A2	nuclear_receptor
116965	CHEMBL3879840	Kinesin-like protein KIF24	9606	Homo sapiens	SINGLE PROTEIN	Q5T7B8	KIF24	other
116968	CHEMBL3879843	Stathmin	9606	Homo sapiens	SINGLE PROTEIN	P16949	STMN1	other
116969	CHEMBL3879844	Katanin p80 WD40 repeat-containing subunit B1	9606	Homo sapiens	SINGLE PROTEIN	Q9BVA0	KATNB1	other
116970	CHEMBL3879845	Nuclear factor NF-kappa-B p100 subunit	10090	Mus musculus	SINGLE PROTEIN	Q9WTK5	NFKB2	other
116976	CHEMBL3879851	Ras-related protein Ral-B	9606	Homo sapiens	SINGLE PROTEIN	P11234	RALB	other
116977	CHEMBL3879852	Tudor domain-containing protein 3	9606	Homo sapiens	SINGLE PROTEIN	Q9H7E2	TDRD3	other
116980	CHEMBL3879855	Ras-related protein Ral-A	9606	Homo sapiens	SINGLE PROTEIN	P11233	RALA	other
116981	CHEMBL3879856	Katanin p60 ATPase-containing subunit A1	9606	Homo sapiens	SINGLE PROTEIN	O75449	KATNA1	other
116982	CHEMBL3879857	Chromodomain Y-like protein 2	9606	Homo sapiens	SINGLE PROTEIN	Q8N8U2	CDYL2	other
116983	CHEMBL3879858	Fragile X mental retardation syndrome-related protein 1	9606	Homo sapiens	SINGLE PROTEIN	P51114	FXR1	other
116984	CHEMBL3879859	E3 ubiquitin-protein ligase SMURF1	9606	Homo sapiens	SINGLE PROTEIN	Q9HCE7	SMURF1	other
116990	CHEMBL3879865	Staphylococcal nuclease domain-containing protein 1	9606	Homo sapiens	SINGLE PROTEIN	Q7KZF4	SND1	other
116992	CHEMBL3879867	Kinesin-like protein KIF27	9606	Homo sapiens	SINGLE PROTEIN	Q86VH2	KIF27	other
116994	CHEMBL3879869	FAD synthase	9606	Homo sapiens	SINGLE PROTEIN	Q8NFF5	FLAD1	other
116996	CHEMBL3883282	SMAD1/5/9	10090	Mus musculus	PROTEIN COMPLEX	P97454	SMAD5	other
116996	CHEMBL3883282	SMAD1/5/9	10090	Mus musculus	PROTEIN COMPLEX	P70340	SMAD1	other
116998	CHEMBL3883284	Integrin alpha-3/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P05106	ITGB3	other
116998	CHEMBL3883284	Integrin alpha-3/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P26006	ITGA3	other
116999	CHEMBL3883285	Bcl-xL/BH3-interacting domain death agonist	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P55957	BID	other
116999	CHEMBL3883285	Bcl-xL/BH3-interacting domain death agonist	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P55957	BID	ion channel
116999	CHEMBL3883285	Bcl-xL/BH3-interacting domain death agonist	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	other
116999	CHEMBL3883285	Bcl-xL/BH3-interacting domain death agonist	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	ion channel
117000	CHEMBL3883286	Bcl-xL/BAX	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	ion channel
117000	CHEMBL3883286	Bcl-xL/BAX	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07812	BAX	ion channel
117001	CHEMBL3883287	Bcl-xL/Bcl-2-like protein 11	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	ion channel
117001	CHEMBL3883287	Bcl-xL/Bcl-2-like protein 11	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	other
117001	CHEMBL3883287	Bcl-xL/Bcl-2-like protein 11	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O43521	BCL2L11	ion channel
117001	CHEMBL3883287	Bcl-xL/Bcl-2-like protein 11	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O43521	BCL2L11	other
117002	CHEMBL3883288	Bcl-xL/Bcl-2-binding component 3	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	other
117002	CHEMBL3883288	Bcl-xL/Bcl-2-binding component 3	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q07817	BCL2L1	ion channel
117005	CHEMBL3883291	Glutamate receptor AMPA 2/3	9606	Homo sapiens	PROTEIN COMPLEX	P42263	GRIA3	ion channel
117005	CHEMBL3883291	Glutamate receptor AMPA 2/3	9606	Homo sapiens	PROTEIN COMPLEX	P42262	GRIA2	ion channel
117007	CHEMBL3883293	MAP kinase-interacting serine/threonine-protein kinase 1/2	9606	Homo sapiens	PROTEIN FAMILY	Q9HBH9	MKNK2	kinase
117007	CHEMBL3883293	MAP kinase-interacting serine/threonine-protein kinase 1/2	9606	Homo sapiens	PROTEIN FAMILY	Q9BUB5	MKNK1	kinase
117008	CHEMBL3883294	Glutamate receptor AMPA 1/2	9606	Homo sapiens	PROTEIN COMPLEX	P42261	GRIA1	ion channel
117008	CHEMBL3883294	Glutamate receptor AMPA 1/2	9606	Homo sapiens	PROTEIN COMPLEX	P42262	GRIA2	ion channel
117010	CHEMBL3883296	Serine/threonine-protein kinase Chk1/2	9606	Homo sapiens	PROTEIN FAMILY	O14757	CHEK1	kinase
117010	CHEMBL3883296	Serine/threonine-protein kinase Chk1/2	9606	Homo sapiens	PROTEIN FAMILY	O96017	CHEK2	kinase
117011	CHEMBL3883298	Inhibitor of NF-kappa-B kinase alpha/beta	9606	Homo sapiens	PROTEIN COMPLEX	O15111	CHUK	kinase
117011	CHEMBL3883298	Inhibitor of NF-kappa-B kinase alpha/beta	9606	Homo sapiens	PROTEIN COMPLEX	O14920	IKBKB	kinase
117013	CHEMBL3883300	CREB-binding protein/Histone acetyltransferase p300	9606	Homo sapiens	PROTEIN FAMILY	Q09472	EP300	other
117013	CHEMBL3883300	CREB-binding protein/Histone acetyltransferase p300	9606	Homo sapiens	PROTEIN FAMILY	Q92793	CREBBP	other
117015	CHEMBL3883302	Histone deacetylase 1/2	10090	Mus musculus	PROTEIN FAMILY	O09106	HDAC1	other
117016	CHEMBL3883303	Aurora kinase A/B	9606	Homo sapiens	PROTEIN FAMILY	Q96GD4	AURKB	kinase
117016	CHEMBL3883303	Aurora kinase A/B	9606	Homo sapiens	PROTEIN FAMILY	O14965	AURKA	kinase
117017	CHEMBL3883304	Aurora kinase A/Targeting protein for Xklp2	9606	Homo sapiens	PROTEIN COMPLEX	O14965	AURKA	kinase
117017	CHEMBL3883304	Aurora kinase A/Targeting protein for Xklp2	9606	Homo sapiens	PROTEIN COMPLEX	O14965	AURKA	other
117017	CHEMBL3883304	Aurora kinase A/Targeting protein for Xklp2	9606	Homo sapiens	PROTEIN COMPLEX	Q9ULW0	TPX2	kinase
117017	CHEMBL3883304	Aurora kinase A/Targeting protein for Xklp2	9606	Homo sapiens	PROTEIN COMPLEX	Q9ULW0	TPX2	other
117019	CHEMBL3883306	MDM2/MDMX-p53	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15151	MDM4	other
117019	CHEMBL3883306	MDM2/MDMX-p53	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15151	MDM4	nuclear_receptor
117019	CHEMBL3883306	MDM2/MDMX-p53	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q00987	MDM2	other
117019	CHEMBL3883306	MDM2/MDMX-p53	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q00987	MDM2	nuclear_receptor
117019	CHEMBL3883306	MDM2/MDMX-p53	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P04637	TP53	other
117019	CHEMBL3883306	MDM2/MDMX-p53	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P04637	TP53	nuclear_receptor
117020	CHEMBL3883307	Axin-1/DVL-2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O14641	DVL2	other
117020	CHEMBL3883307	Axin-1/DVL-2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15169	AXIN1	other
117021	CHEMBL3883308	Axin-1/Casein kinase I epsilon	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P49674	CSNK1E	kinase
117021	CHEMBL3883308	Axin-1/Casein kinase I epsilon	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P49674	CSNK1E	other
117021	CHEMBL3883308	Axin-1/Casein kinase I epsilon	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15169	AXIN1	kinase
117021	CHEMBL3883308	Axin-1/Casein kinase I epsilon	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15169	AXIN1	other
117022	CHEMBL3883309	Axin-1/Glycogen synthase kinase-3 beta	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P49841	GSK3B	other
117022	CHEMBL3883309	Axin-1/Glycogen synthase kinase-3 beta	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P49841	GSK3B	kinase
117022	CHEMBL3883309	Axin-1/Glycogen synthase kinase-3 beta	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15169	AXIN1	other
117022	CHEMBL3883309	Axin-1/Glycogen synthase kinase-3 beta	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15169	AXIN1	kinase
117023	CHEMBL3883310	Axin-1/Low-density lipoprotein receptor-related protein 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O15169	AXIN1	other
117023	CHEMBL3883310	Axin-1/Low-density lipoprotein receptor-related protein 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P98164	LRP2	other
117024	CHEMBL3883311	Voltage-gated potassium channel KCNQ3/KCNQ5	9606	Homo sapiens	PROTEIN COMPLEX	O43525	KCNQ3	ion channel
117024	CHEMBL3883311	Voltage-gated potassium channel KCNQ3/KCNQ5	9606	Homo sapiens	PROTEIN COMPLEX	Q9NR82	KCNQ5	ion channel
117025	CHEMBL3883312	Dickkopf-related protein 1/Lrp6	10090	Mus musculus	PROTEIN-PROTEIN INTERACTION	O54908	DKK1	other
117026	CHEMBL3883313	Perilipin-1/ABHD5	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q8WTS1	ABHD5	other
117026	CHEMBL3883313	Perilipin-1/ABHD5	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O60240	PLIN1	other
117027	CHEMBL3883314	Neuronal acetylcholine receptor subunit alpha-4/beta-2	10090	Mus musculus	PROTEIN COMPLEX	O70174	CHRNA4	ion channel
117027	CHEMBL3883314	Neuronal acetylcholine receptor subunit alpha-4/beta-2	10090	Mus musculus	PROTEIN COMPLEX	Q9ERK7	CHRNB2	ion channel
117029	CHEMBL3883316	DNA excision repair protein ERCC-1/DNA repair endonuclease XPF	9606	Homo sapiens	PROTEIN COMPLEX	P07992	ERCC1	other
117029	CHEMBL3883316	DNA excision repair protein ERCC-1/DNA repair endonuclease XPF	9606	Homo sapiens	PROTEIN COMPLEX	Q92889	ERCC4	other
117030	CHEMBL3883317	B-raf/RAF proto-oncogene serine/threonine-protein kinase	9606	Homo sapiens	PROTEIN FAMILY	P04049	RAF1	kinase
117030	CHEMBL3883317	B-raf/RAF proto-oncogene serine/threonine-protein kinase	9606	Homo sapiens	PROTEIN FAMILY	P15056	BRAF	kinase
117031	CHEMBL3883318	Transforming protein RhoA/Rho-related GTP-binding protein RhoC	9606	Homo sapiens	PROTEIN FAMILY	P08134	RHOC	other
117031	CHEMBL3883318	Transforming protein RhoA/Rho-related GTP-binding protein RhoC	9606	Homo sapiens	PROTEIN FAMILY	P61586	RHOA	other
117032	CHEMBL3883319	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P62873	GNB1	other
117032	CHEMBL3883319	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P59768	GNG2	other
117033	CHEMBL3883320	Histone-lysine N-methyltransferase 2A/WDR5	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P61964	WDR5	other
117033	CHEMBL3883320	Histone-lysine N-methyltransferase 2A/WDR5	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q03164	KMT2A	other
117034	CHEMBL3883321	Mu opioid receptor/Alpha-2A adrenergic receptor	9606	Homo sapiens	PROTEIN COMPLEX	P08913	ADRA2A	other
117034	CHEMBL3883321	Mu opioid receptor/Alpha-2A adrenergic receptor	9606	Homo sapiens	PROTEIN COMPLEX	P35372	OPRM1	other
117035	CHEMBL3883322	Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2	10116	Rattus norvegicus	PROTEIN COMPLEX	P62813	GABRA1	ion channel
117035	CHEMBL3883322	Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2	10116	Rattus norvegicus	PROTEIN COMPLEX	P18508	GABRG2	ion channel
117035	CHEMBL3883322	Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2	10116	Rattus norvegicus	PROTEIN COMPLEX	P63138	GABRB2	ion channel
117036	CHEMBL3883323	Cyclin-C/Cyclin-dependent kinase 19	9606	Homo sapiens	PROTEIN COMPLEX	Q9BWU1	CDK19	kinase
117036	CHEMBL3883323	Cyclin-C/Cyclin-dependent kinase 19	9606	Homo sapiens	PROTEIN COMPLEX	Q9BWU1	CDK19	other
117036	CHEMBL3883323	Cyclin-C/Cyclin-dependent kinase 19	9606	Homo sapiens	PROTEIN COMPLEX	P24863	CCNC	kinase
117036	CHEMBL3883323	Cyclin-C/Cyclin-dependent kinase 19	9606	Homo sapiens	PROTEIN COMPLEX	P24863	CCNC	other
117037	CHEMBL3883324	Urokinase-type plasminogen activator/surface receptor	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P00749	PLAU	other
117037	CHEMBL3883324	Urokinase-type plasminogen activator/surface receptor	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q03405	PLAUR	other
117040	CHEMBL3883327	Menin/Histone-lysine N-methyltransferase 2A	10090	Mus musculus	PROTEIN-PROTEIN INTERACTION	O88559	MEN1	other
117040	CHEMBL3883327	Menin/Histone-lysine N-methyltransferase 2A	10090	Mus musculus	PROTEIN-PROTEIN INTERACTION	P55200		other
117040	CHEMBL3883327	Menin/Histone-lysine N-methyltransferase 2A	10090	Mus musculus	PROTEIN-PROTEIN INTERACTION	P55200	KMT2A	other
117041	CHEMBL3883328	Casein kinase II alpha'/ beta	9606	Homo sapiens	PROTEIN COMPLEX	P67870	CSNK2B	kinase
117041	CHEMBL3883328	Casein kinase II alpha'/ beta	9606	Homo sapiens	PROTEIN COMPLEX	P67870	CSNK2B	other
117041	CHEMBL3883328	Casein kinase II alpha'/ beta	9606	Homo sapiens	PROTEIN COMPLEX	P19784	CSNK2A2	kinase
117041	CHEMBL3883328	Casein kinase II alpha'/ beta	9606	Homo sapiens	PROTEIN COMPLEX	P19784	CSNK2A2	other
117042	CHEMBL3883329	Neuronal acetylcholine receptor subunit alpha-6/beta-3	10116	Rattus norvegicus	PROTEIN COMPLEX	P12391	CHRNB3	ion channel
117045	CHEMBL3885501	1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q8WTS1	ABHD5	other
117045	CHEMBL3885501	1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q00G26	PLIN5	other
117046	CHEMBL3885502	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase	9606	Homo sapiens	PROTEIN FAMILY	Q15392	DHCR24	other
117046	CHEMBL3885502	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase	9606	Homo sapiens	PROTEIN FAMILY	Q15125	EBP	other
117047	CHEMBL3885503	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	10116	Rattus norvegicus	PROTEIN COMPLEX	P80386	PRKAB1	kinase
117047	CHEMBL3885503	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	10116	Rattus norvegicus	PROTEIN COMPLEX	P80386	PRKAB1	other
117047	CHEMBL3885503	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	10116	Rattus norvegicus	PROTEIN COMPLEX	P54645	PRKAA1	kinase
117047	CHEMBL3885503	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	10116	Rattus norvegicus	PROTEIN COMPLEX	P54645	PRKAA1	other
117047	CHEMBL3885503	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	10116	Rattus norvegicus	PROTEIN COMPLEX	P80385	KMT2D	kinase
117047	CHEMBL3885503	5'-AMP-activated protein kinase catalytic subunit alpha-1/beta-1/gamma-1	10116	Rattus norvegicus	PROTEIN COMPLEX	P80385	KMT2D	other
117048	CHEMBL3885504	5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	Q9Y478	PRKAB1	other
117048	CHEMBL3885504	5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	Q9Y478	PRKAB1	kinase
117048	CHEMBL3885504	5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	Q9UGJ0	PRKAG2	other
117048	CHEMBL3885504	5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	Q9UGJ0	PRKAG2	kinase
117048	CHEMBL3885504	5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P54646	PRKAA2	other
117048	CHEMBL3885504	5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P54646	PRKAA2	kinase
117049	CHEMBL3885505	Matrix metalloproteinase 2/9	9606	Homo sapiens	PROTEIN FAMILY	P08253	MMP2	other
117049	CHEMBL3885505	Matrix metalloproteinase 2/9	9606	Homo sapiens	PROTEIN FAMILY	P14780	MMP9	other
117051	CHEMBL3885507	Acetyl-CoA carboxylase	9606	Homo sapiens	PROTEIN FAMILY	Q13085	ACACA	other
117051	CHEMBL3885507	Acetyl-CoA carboxylase	9606	Homo sapiens	PROTEIN FAMILY	O00763	ACACB	other
