name	mechanism_of_action	target_moa	target_chembl_id	indication_efo_term	efo_id	max_phase_for_ind	action_type
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	endometrial neoplasm	EFO:0004230	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	breast neoplasm	EFO:0003869	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	melanoma	EFO:0000756	1	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	neoplasm of mature B-cells	EFO:0000096	0	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	osteosarcoma	EFO:0000637	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	urogenital neoplasm	EFO:0003863	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	head and neck squamous cell carcinoma	EFO:0000181	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	breast carcinoma	EFO:0000305	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	Merkel cell skin cancer	EFO:1001471	4	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	diffuse large B-cell lymphoma	EFO:0000403	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	ovarian carcinoma	EFO:0001075	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	Hodgkins lymphoma	EFO:0000183	1	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	acute myeloid leukemia	EFO:0000222	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	hepatocellular carcinoma	EFO:0000182	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	mesothelioma	EFO:0000588	1	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	nasopharyngeal neoplasm	EFO:0004252	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	non-small cell lung carcinoma	EFO:0003060	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	renal cell carcinoma	EFO:0000681	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	prostate carcinoma	EFO:0001663	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	rectum cancer	EFO:1000657	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	adenocarcinoma	EFO:0000228	1	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	colorectal carcinoma	EFO:1001951	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	gastric adenocarcinoma	EFO:0000503	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	Meningioma	Orphanet:2495	1	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	pancreatic carcinoma	EFO:0002618	2	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	gastric carcinoma	EFO:0000178	3	OTHER
AVELUMAB	Programmed cell death 1 ligand 1 other	CD274	CHEMBL3580522	squamous cell carcinoma	EFO:0000707	3	OTHER
ANDECALIXIMAB	Matrix metalloproteinase 9 inhibitor	MMP9	CHEMBL321	ulcerative colitis	EFO:0000729	2	INHIBITOR
ANDECALIXIMAB	Matrix metalloproteinase 9 inhibitor	MMP9	CHEMBL321	Crohn's disease	EFO:0000384	2	INHIBITOR
ANDECALIXIMAB	Matrix metalloproteinase 9 inhibitor	MMP9	CHEMBL321	Cystic fibrosis	Orphanet:586	2	INHIBITOR
ANDECALIXIMAB	Matrix metalloproteinase 9 inhibitor	MMP9	CHEMBL321	chronic obstructive pulmonary disease	EFO:0000341	1	INHIBITOR
ANDECALIXIMAB	Matrix metalloproteinase 9 inhibitor	MMP9	CHEMBL321	gastric adenocarcinoma	EFO:0000503	3	INHIBITOR
ANDECALIXIMAB	Matrix metalloproteinase 9 inhibitor	MMP9	CHEMBL321	rheumatoid arthritis	EFO:0000685	2	INHIBITOR
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	prostate carcinoma	EFO:0001663	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	erythema multiforme	EFO:1000694	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	allergic rhinitis	EFO:0005854	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	lymphoma	EFO:0000574	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Congenital adrenal hyperplasia	Orphanet:418	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	ovarian carcinoma	EFO:0001075	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Aortic Coarctation	EFO:1001267	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	leptospirosis	EFO:0007344	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Nasal obstruction	HP:0001742	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	rheumatic disease	EFO:0005755	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	neoplasm of mature B-cells	EFO:0000096	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	premature birth	EFO:0003917	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	tooth disease	EFO:1001216	0	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	brain edema	EFO:1000845	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	autoimmune thrombocytopenic purpura	EFO:0007160	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Hypercalcemia	HP:0003072	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Plantar Fasciitis	EFO:1001909	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	cataract	EFO:0001059	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	dry eye syndrome	EFO:1000906	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	intracranial hypertension	EFO:1000992	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	unspecified peripheral T-cell lymphoma	EFO:0000211	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	acute myeloid leukemia	EFO:0000222	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	acute respiratory distress syndrome	EFO:1000637	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	seborrheic dermatitis	EFO:1000764	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	POEMS syndrome	EFO:1001115	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	hearing loss	EFO:0004238	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	inflammation	MP:0001845	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	intrahepatic cholangiocarcinoma	EFO:1001961	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	mesothelioma	EFO:0000588	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	posterior uveitis	EFO:1001119	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	diffuse large B-cell lymphoma	EFO:0000403	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	anterior uveitis	EFO:1000811	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	bone fracture	EFO:0003931	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	HELLP syndrome	EFO:0007297	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	mycosis fungoides	EFO:1001051	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	sarcoma	EFO:0000691	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	migraine without aura	EFO:0005296	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	thrombocytopenia	HP:0001873	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	myxoid liposarcoma	EFO:0000613	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	B-cell acute lymphoblastic leukemia	EFO:0000094	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Rhinitis, Allergic, Perennial	EFO:1001417	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	psoriatic arthritis	EFO:0003778	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	appendicitis	EFO:0007149	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	asthma	EFO:0000270	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	systemic lupus erythematosus	EFO:0002690	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	head and neck malignant neoplasia	EFO:0006859	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	anaplastic large cell lymphoma	EFO:0003032	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	precursor T-cell lymphoblastic leukemia-lymphoma	EFO:1001830	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	frozen shoulder	EFO:1000941	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	hemolytic anemia	EFO:0005558	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	intermediate uveitis	EFO:1000986	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	contact dermatitis	EFO:0005319	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	lung carcinoma	EFO:0001071	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	cirrhosis of liver	EFO:0001422	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	aplastic anemia	HP:0001915	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	AL amyloidosis	Orphanet:85443	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	plasmacytoma	EFO:0006738	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	deafness	EFO:0001063	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	adrenal gland hyperfunction	EFO:1000797	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	pain	EFO:0003843	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	ulcerative colitis	EFO:0000729	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	endometrial neoplasm	EFO:0004230	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	congestive heart failure	EFO:0000373	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	head and neck squamous cell carcinoma	EFO:0000181	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	small cell lung carcinoma	EFO:0000702	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	migraine disorder	EFO:0003821	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Tuberculosis	Orphanet:3389	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	multiple myeloma	EFO:0001378	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	retinal vein occlusion	EFO:1001157	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	acute promyelocytic leukemia	EFO:0000224	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	breast carcinoma	EFO:0000305	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	cryptococcal meningitis	EFO:0007228	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Tenosynovitis	EFO:1001435	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Nausea and vomiting	HP:0002017	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	acne	EFO:0003894	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Eczema	HP:0000964	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	allergic conjunctivitis	EFO:0007141	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	liver disease	EFO:0001421	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	chronic lymphocytic leukemia	EFO:0000095	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	bladder carcinoma	EFO:0000292	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	gout	EFO:0004274	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Henoch-Schoenlein purpura	EFO:1000965	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Sickle cell anemia	Orphanet:232	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	rheumatoid arthritis	EFO:0000685	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Sciatica	HP:0011868	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	plasma cell leukemia	EFO:0006475	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Bronchiolitis	HP:0011950	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	osteoarthritis	EFO:0002506	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	Orphanet:90794	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	prostate adenocarcinoma	EFO:0000673	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	atopic eczema	EFO:0000274	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	gout	EFO:0004274	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	lymphoid leukemia	EFO:0004289	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	carcinoma	EFO:0000313	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	acute lymphoblastic leukemia	EFO:0000220	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	sensorineural hearing loss	EFO:1001176	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	ankylosing spondylitis	EFO:0003898	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Graves disease	EFO:0004237	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	chronic kidney disease	EFO:0003884	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	trichinosis	EFO:0007520	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	post operative nausea and vomiting	EFO:0004888	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Burkitts lymphoma	EFO:0000309	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	colorectal adenocarcinoma	EFO:0000365	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	iritis	EFO:1000997	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	myelodysplastic syndrome	EFO:0000198	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	squamous cell carcinoma	EFO:0000707	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	soft tissue sarcoma	EFO:1001968	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	non-Hodgkins lymphoma	EFO:0005952	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	nephrotic syndrome	EFO:0004255	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	optic neuritis	EFO:0007405	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	pemphigus vulgaris	EFO:0004719	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	ocular toxoplasmosis	EFO:0007399	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	bacterial vaginosis	EFO:0003932	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	dermatitis herpetiformis	EFO:1000684	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	psoriasis	EFO:0000676	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Ovarian hyperstimulation syndrome	Orphanet:64739	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	breast neoplasm	EFO:0003869	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Radiation-induced nausea and vomiting	EFO:0006912	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	subacute thyroiditis	EFO:1001194	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	idiopathic pulmonary fibrosis	EFO:0000768	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	pulmonary tuberculosis	EFO:1000049	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	age-related macular degeneration	EFO:0001365	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	proliferative vitreoretinopathy	EFO:1001129	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Herpetic encephalitis	Orphanet:1930	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Sarcoidosis	Orphanet:797	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	rectum cancer	EFO:1000657	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	acute graft vs. host disease	EFO:0004599	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Peptic ulcer	HP:0004398	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	melanoma	EFO:0000756	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	lichen planus	EFO:1000726	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	urinary tract infection	EFO:0003103	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	eosinophilic pneumonia	EFO:0007257	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	lymphoid neoplasm	EFO:0001642	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	neuropathic pain	EFO:0005762	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Primary systemic amyloidosis	Orphanet:314701	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Headache	HP:0002315	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	amyloidosis	EFO:1001875	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	sympathetic ophthalmia	EFO:1001205	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Nausea	HP:0002018	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	chronic childhood arthritis	EFO:0002609	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Primary hemophagocytic lymphohistiocytosis	Orphanet:158038	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	pneumonia	EFO:0003106	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Cutaneous T-cell lymphoma	EFO:0002913	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	non-small cell lung carcinoma	EFO:0003060	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	malaria	EFO:0001068	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Chemotherapy-induced nausea and vomiting	EFO:0006911	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	meningeal tuberculosis	EFO:1000039	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	glaucoma	EFO:0000516	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Mantle cell lymphoma	EFO:1001469	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	T-cell acute lymphoblastic leukemia	EFO:0000209	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Dysphagia	HP:0002015	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	pancreatic carcinoma	EFO:0002618	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Stevens-Johnson syndrome	EFO:0004276	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	esophageal carcinoma	EFO:0002916	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	diabetic retinopathy	EFO:0003770	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	seasonal allergic rhinitis	EFO:0003956	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	leukemia	EFO:0000565	4	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	hemorrhage	MP:0001914	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	hepatocellular carcinoma	EFO:0000182	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Bronchopulmonary dysplasia	Orphanet:70589	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	cysticercosis	EFO:0007231	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Retinoblastoma	Orphanet:790	1	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	allergy	EFO:0003785	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	focal segmental glomerulosclerosis	EFO:0004236	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	macroglobulinemia	EFO:0002616	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	brain neoplasm	EFO:0003833	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	nasopharyngeal neoplasm	EFO:0004252	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	renal cell carcinoma	EFO:0000681	2	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	infection	EFO:0000544	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Otitis media	EFO:0004992	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Hodgkins lymphoma	EFO:0000183	3	AGONIST
DEXAMETHASONE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Crohn's disease	EFO:0000384	4	AGONIST
SAXAGLIPTIN	Dipeptidyl peptidase IV inhibitor	DPP4	CHEMBL284	type II diabetes mellitus	EFO:0001360	4	INHIBITOR
TESTOSTERONE	Androgen Receptor agonist	AR	CHEMBL1871	Klinefelter's syndrome	EFO:1001006	4	AGONIST
TESTOSTERONE	Androgen Receptor agonist	AR	CHEMBL1871	orchitis	EFO:1001078	4	AGONIST
